total_credit_utilized,installment,grade,state,issue_date,application_time,accounts,vector_feature,non_decimal_feature,sentence_feature,y
14359,208.11,C,WA,05-Mar-18,44:08.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":9,""satisfactory"":21,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":30,""open_cc"":20,""mort"":0}","[6.08, 9.12, 9.66, 9.95, 3.16]",0x136,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
42883,542.32,B,CO,01-Mar-18,29:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":26,""open_cc"":14,""mort"":1}","[5.09, 2.48, 8.93, 6.57, 5.89]",0b1000000,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
6339,480.01,B,VA,01-Mar-18,29:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":7,""open_cc"":4,""mort"":0}","[2.0, 7.89, 0.01, 0.49, 1.53]",0x66,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
10534,261.57,B,FL,12-Feb-18,50:11.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":3,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":17,""open_cc"":11,""mort"":2}","[3.76, 9.85, 1.95, 4.03, 3.15]",0b10001101,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
26307,639.63,A,NC,22-Feb-18,53:13.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":23,""open_cc"":10,""mort"":5}","[2.23, 8.93, 6.28, 1.3, 1.76]",0x21d,ë¶„ì„ ë³´ê³ ???ì„±??0,
34783,438.52,A,WI,08-Feb-18,49:43.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":17,""open_cc"":11,""mort"":1}","[7.37, 9.4, 2.19, 6.43, 4.86]",0x83,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
55861,186.2,A,WV,17-Mar-18,53:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":2,""open_cc"":2,""mort"":1}","[9.79, 6.31, 8.79, 9.44, 8.37]",0x244,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
13581,534.23,D,AR,06-Apr-18,32:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":5,""mort"":0}","[6.65, 7.21, 4.27, 8.69, 1.27]",0b1011010101,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
22352,340.88,B,MA,11-Jan-18,54:08.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":12,""open_cc"":12,""mort"":0}","[0.56, 5.12, 9.15, 2.2, 0.34]",0b1000100000,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
13319,256.39,D,NY,05-Mar-18,42:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":7,""open_cc"":2,""mort"":2}","[6.34, 9.39, 1.15, 4.49, 5.86]",0b1110010100,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
79499,714.49,C,OK,15-Jan-18,04:08.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":4,""satisfactory"":20,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":9,""total_cc"":19,""open_cc"":14,""mort"":2}","[2.47, 4.66, 6.6, 4.29, 8.32]",0x1cc,ë°°í„°ë¦??”ëŸ‰ ë¶€ì¡?0,
28534,276.68,C,OK,07-Mar-18,09:23.4,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":25,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":32,""open_cc"":24,""mort"":0}","[3.15, 8.96, 9.88, 8.77, 2.24]",0x19b,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
131058,234.92,A,OH,15-Feb-18,00:27.5,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":4,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":14,""open_cc"":6,""mort"":0}","[1.92, 2.69, 2.6, 4.66, 6.28]",0b111011111,?¼ì„œ ê°??•ìƒ ë²”ìœ„,0
10435,335.05,A,NY,31-Jan-18,31:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":0,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":3,""open_cc"":3,""mort"":0}","[4.47, 6.46, 1.35, 7.28, 2.51]",0x6a,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
30728,511.96,A,MI,29-Jan-18,19:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":20,""open_cc"":17,""mort"":2}","[3.72, 1.15, 8.26, 7.13, 9.27]",0b1100010101,?•ê¸° ?ê? ?„ë£Œ,0
47697,1040.7,C,NE,14-Feb-18,36:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":2,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":13,""open_cc"":6,""mort"":0}","[5.3, 6.9, 1.32, 2.81, 1.34]",0x115,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
14577,171.35,D,NY,02-Feb-18,09:23.4,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":3,""open_cc"":2,""mort"":0}","[9.79, 1.61, 3.94, 8.63, 2.7]",0x39a,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
264,321.82,B,NY,25-Jan-18,57:22.1,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":19,""open_cc"":3,""mort"":4}","[0.27, 9.01, 9.19, 2.48, 9.26]",0b1100111111,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
46175,259.58,D,TX,05-Feb-18,18:01.9,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":0,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":8,""open_cc"":6,""mort"":1}","[4.61, 0.25, 6.0, 7.45, 3.51]",0b1100010100,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
26947,542.07,A,TX,21-Jan-18,40:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":10,""open_cc"":5,""mort"":3}","[1.16, 7.2, 4.47, 4.52, 2.94]",0x229,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
55603,1066.04,A,IL,21-Jan-18,40:27.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":3,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":19,""open_cc"":12,""mort"":1}","[9.31, 5.14, 8.66, 7.67, 3.28]",0b1010101101,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
68557,483.52,B,NC,05-Jan-18,21:58.2,"{""current_delinq"":0,""current_installment"":8,""opened_24m"":7,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":18,""open_cc"":6,""mort"":0}","[1.48, 3.39, 0.25, 5.29, 7.61]",0b101100111,ë¶„ì„ ë³´ê³ ???ì„±??0,
12118,328.48,C,IL,11-Feb-18,47:22.1,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":4,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":38,""open_cc"":17,""mort"":2}","[7.7, 1.11, 9.28, 7.05, 1.09]",0x248,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
28625,830.24,B,WA,17-Mar-18,25:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":6,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":13,""open_cc"":9,""mort"":0}","[3.36, 0.6, 2.74, 6.06, 0.52]",0x322,?•ê¸° ?ê? ?„ë£Œ,0
15700,250.55,A,FL,31-Mar-18,00:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":15,""open_cc"":8,""mort"":0}","[9.54, 0.69, 2.55, 7.14, 7.18]",0b1001001000,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
124591,784.91,B,FL,03-Mar-18,21:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":7,""satisfactory"":25,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":12,""total_cc"":32,""open_cc"":22,""mort"":3}","[8.83, 5.78, 3.69, 4.36, 8.8]",0x3e1,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
54523,464.94,B,CA,11-Mar-18,21:58.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":14,""open_cc"":8,""mort"":2}","[4.29, 1.96, 1.91, 5.62, 2.77]",0xb5,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?1,
46293,980.75,B,TX,04-Apr-18,32:42.6,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":3,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":5,""mort"":4}","[5.48, 1.04, 7.59, 6.7, 7.63]",0b10010001,?•ê¸° ?ê? ?„ë£Œ,0
2993,161.18,B,FL,17-Mar-18,02:42.6,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":3,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":21,""open_cc"":14,""mort"":0}","[3.9, 4.0, 8.26, 0.72, 4.71]",0x2e2,ë¶„ì„ ë³´ê³ ???ì„±??0,
28246,246,A,MA,15-Feb-18,14:08.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":7,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":9,""mort"":5}","[2.12, 6.06, 8.13, 7.49, 1.53]",0x1aa,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
56796,614.46,C,OH,10-Feb-18,35:55.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":20,""open_cc"":7,""mort"":2}","[9.14, 9.96, 4.2, 4.96, 4.29]",0x232,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
31322,233.1,C,FL,16-Feb-18,03:13.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":11,""open_cc"":8,""mort"":2}","[4.25, 1.26, 8.91, 1.08, 6.72]",0b1001010011,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
3747,273.96,B,FL,15-Mar-18,10:27.5,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":6,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":14,""open_cc"":5,""mort"":2}","[9.06, 7.9, 1.88, 3.11, 7.26]",0b10100000,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
108591,952.44,C,TX,02-Apr-18,37:22.1,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":2,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":7,""open_cc"":5,""mort"":2}","[2.39, 0.56, 8.02, 5.64, 6.44]",0b101111111,?•ê¸° ?ê? ?„ë£Œ,0
4398,66.01,D,TX,06-Feb-18,44:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":12,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":4,""open_cc"":3,""mort"":0}","[2.57, 5.55, 7.8, 2.44, 8.45]",0b1110101101,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
119189,419.36,B,CT,05-Mar-18,03:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":11,""open_cc"":9,""mort"":0}","[4.64, 1.9, 0.79, 2.47, 0.46]",0b1101111011,?¼ì„œ ê°??•ìƒ ë²”ìœ„,0
19287,294.73,D,NC,07-Jan-18,23:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":13,""open_cc"":4,""mort"":1}","[3.69, 9.08, 0.47, 5.19, 3.48]",0x162,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
60422,313.84,B,CO,18-Apr-18,01:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":11,""open_cc"":8,""mort"":0}","[5.88, 5.88, 9.59, 4.45, 1.74]",0b100101111,ë¶„ì„ ë³´ê³ ???ì„±??0,
77494,667.04,B,AL,29-Mar-18,05:52.8,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":8,""satisfactory"":21,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":20,""open_cc"":15,""mort"":3}","[8.12, 0.29, 8.2, 3.57, 3.31]",0x29,ë¶„ì„ ë³´ê³ ???ì„±??0,
47931,264.94,D,LA,12-Feb-18,20:27.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":9,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":11,""open_cc"":7,""mort"":1}","[0.19, 2.43, 4.94, 3.16, 0.79]",0b110001111,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
38650,664.1,B,PA,19-Feb-18,03:13.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":6,""open_cc"":6,""mort"":1}","[4.16, 6.27, 4.64, 9.02, 2.29]",0b1111010110,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
35817,775.99,B,CO,19-Feb-18,36:38.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":18,""open_cc"":13,""mort"":1}","[3.68, 3.21, 1.81, 6.91, 3.77]",0b1100010010,?•ê¸° ?ê? ?„ë£Œ,0
64926,333.6,B,TX,17-Jan-18,39:43.3,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":6,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":12,""open_cc"":8,""mort"":3}","[4.9, 3.7, 1.7, 0.18, 9.69]",0b111010011,?¼ì„œ ê°??•ìƒ ë²”ìœ„,1
72164,222.4,B,TX,11-Mar-18,55:47.4,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":2,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":7,""open_cc"":7,""mort"":2}","[4.02, 7.62, 9.24, 7.65, 1.45]",0x38a,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
27298,296.98,B,LA,23-Feb-18,10:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":9,""open_cc"":5,""mort"":1}","[6.52, 6.29, 0.92, 1.92, 0.3]",0x2ca,?¼ì„œ ê°??•ìƒ ë²”ìœ„,0
19493,169.9,C,NV,27-Jan-18,41:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":5,""open_cc"":4,""mort"":0}","[6.14, 3.11, 5.09, 8.51, 1.34]",0b111001000,?°ì´??ì²˜ë¦¬ ?±ê³µ,1
24212,153.61,B,MD,16-Apr-18,10:27.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":22,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":31,""open_cc"":18,""mort"":2}","[3.94, 5.02, 0.94, 5.03, 9.55]",0x326,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
51185,833.39,C,CA,10-Apr-18,25:52.8,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":12,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":6,""total_cc"":10,""open_cc"":10,""mort"":0}","[0.11, 3.61, 1.99, 2.75, 2.56]",0x190,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
20996,175.84,C,OH,29-Jan-18,34:08.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":22,""open_cc"":10,""mort"":0}","[6.09, 8.63, 2.98, 9.08, 8.67]",0b100001000,?•ê¸° ?ê? ?„ë£Œ,0
91865,498.02,D,MD,05-Feb-18,38:01.9,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":3,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":4,""mort"":1}","[2.67, 5.77, 5.96, 0.37, 8.45]",0b1001010000,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
10401,649.3,B,LA,05-Mar-18,19:43.3,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":2,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":3,""open_cc"":2,""mort"":0}","[4.12, 7.88, 9.75, 9.9, 1.07]",0b1010110001,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
12244,324.61,B,NC,27-Feb-18,18:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":5,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":3,""total_cc"":4,""open_cc"":4,""mort"":0}","[9.42, 6.19, 4.5, 8.87, 1.06]",0b1010000010,?•ê¸° ?ê? ?„ë£Œ,0
50904,547.83,D,CA,21-Mar-18,33:13.3,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":4,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":4,""open_cc"":3,""mort"":1}","[6.76, 1.26, 3.38, 2.22, 4.71]",0b1011000,?•ê¸° ?ê? ?„ë£Œ,0
44112,274.61,D,VA,15-Jan-18,08:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":22,""open_cc"":8,""mort"":0}","[6.38, 3.81, 3.55, 2.67, 8.05]",0x3e3,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
57349,703.34,C,MD,07-Feb-18,24:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":8,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":13,""open_cc"":7,""mort"":0}","[9.04, 4.41, 8.64, 5.75, 9.77]",0b1011111101,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
21404,341.42,A,SC,22-Feb-18,56:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":25,""open_cc"":7,""mort"":0}","[5.39, 7.8, 9.28, 1.12, 1.48]",0x2a,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
39039,542.44,B,OR,19-Feb-18,41:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":11,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":8,""total_cc"":12,""open_cc"":9,""mort"":1}","[2.01, 4.06, 9.5, 5.77, 0.22]",0xc,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
15694,436.92,D,IL,02-Feb-18,22:42.6,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":6,""open_cc"":4,""mort"":0}","[1.35, 7.62, 1.64, 8.41, 1.71]",0x316,ë¶„ì„ ë³´ê³ ???ì„±??0,
32023,245.96,A,CA,04-Apr-18,46:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":11,""satisfactory"":21,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":26,""open_cc"":19,""mort"":0}","[2.35, 9.18, 8.72, 4.21, 4.12]",0b1110011011,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
64014,381.4,D,CA,27-Jan-18,26:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":11,""open_cc"":7,""mort"":0}","[2.01, 9.76, 0.65, 7.35, 0.93]",0b111110111,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
9014,243.49,B,AZ,15-Feb-18,10:27.5,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":3,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":24,""open_cc"":11,""mort"":0}","[8.74, 0.94, 9.64, 7.75, 6.87]",0b11101,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
179124,304.59,A,WI,17-Jan-18,33:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":23,""open_cc"":6,""mort"":1}","[1.86, 6.84, 6.29, 5.45, 3.62]",0b100011010,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
38554,523.07,B,PA,29-Mar-18,15:52.8,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":3,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":20,""open_cc"":10,""mort"":1}","[6.48, 1.64, 5.16, 9.5, 1.66]",0x270,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
10440,483.52,B,TX,10-Feb-18,37:22.1,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":10,""satisfactory"":24,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":41,""open_cc"":23,""mort"":3}","[7.84, 5.67, 2.34, 3.18, 8.12]",0b11101100,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
76021,789.3,F,TX,05-Jan-18,25:52.8,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":16,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":35,""open_cc"":2,""mort"":1}","[7.71, 0.88, 7.93, 0.06, 3.78]",0x48,ë¶„ì„ ë³´ê³ ???ì„±??0,
9469,294.23,B,VA,05-Feb-18,11:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":2,""mort"":0}","[7.18, 2.78, 8.92, 1.94, 2.63]",0x3d0,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
30670,326.92,B,CA,23-Mar-18,53:13.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":13,""open_cc"":3,""mort"":0}","[0.5, 8.0, 4.0, 4.35, 2.02]",0x4b,?•ê¸° ?ê? ?„ë£Œ,0
14007,64.47,B,PA,12-Feb-18,31:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":17,""open_cc"":4,""mort"":2}","[1.9, 9.19, 9.52, 4.39, 3.23]",0b11111011,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
1030,563.81,A,IN,31-Jan-18,58:01.9,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":7,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":14,""open_cc"":11,""mort"":0}","[4.17, 6.71, 7.16, 3.92, 6.04]",0x366,?•ê¸° ?ê? ?„ë£Œ,0
37435,213.18,A,OH,11-Feb-18,17:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":0,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":9,""open_cc"":5,""mort"":2}","[1.51, 4.9, 5.16, 8.07, 5.93]",0b1110011100,?¼ì„œ ê°??•ìƒ ë²”ìœ„,0
93950,653.93,B,KS,22-Feb-18,04:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":19,""open_cc"":6,""mort"":7}","[3.4, 9.1, 2.74, 8.37, 9.89]",0b10100110,ë¶„ì„ ë³´ê³ ???ì„±??0,
31933,320.05,B,TX,12-Feb-18,16:38.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":8,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":13,""open_cc"":6,""mort"":3}","[2.62, 0.77, 0.92, 6.93, 3.36]",0b11110111,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
123980,759.25,B,WI,16-Apr-18,14:08.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":6,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":10,""open_cc"":6,""mort"":6}","[7.57, 7.12, 9.96, 7.32, 2.6]",0b111011010,?•ê¸° ?ê? ?„ë£Œ,0
